N;REGION;PREFECTURE;CANTON;LOCALITE;INFRASTRUCTURE;SECTEUR;TYPE;STATUT;ETAT;LATITUDE;LONGITUDE;ALTITUDE
18;MARITIME;ZIO;TSEVIE;TSEVIE;GROUPE SCOLAIRE SAINTE FATIMA;EDUCATION;LYCEE;PRIVE;Bon;6,410858;1,211675;97.218262
50;MARITIME;LACS;AKLAKOU;AKLAKOU;LYCEE D'AKLAKOU;EDUCATION;LYCEE;PUBLIC;Bon;6,331774;1,707021;29.926514
135;MARITIME;VO;VO-KOUTIME;VO KOUTIME;LYCEE DE VO KOUTIME;EDUCATION;LYCEE;PUBLIC;Bon;6,35938;1,561902;50.35437
192;MARITIME;YOTO;AHEPE;AHEPE;LYCEE AHEPE;EDUCATION;LYCEE;PUBLIC;Bon;6,606218;1,394161;141.919312
323;MARITIME;ZIO;DJAGBLE;DJAGBLE;COMPLEXE SCOLAIRE TRONE DE DIEU;EDUCATION;LYCEE;PRIVE;Bon;6,257967;1,281402;41.462158
324;MARITIME;ZIO;DJAGBLE;DJAGBLE;LYCEE DE DJAGBLE;EDUCATION;LYCEE;PUBLIC;Bon;6,256456;1,282861;41.462158
350;MARITIME;ZIO;TSEVIE;TSEVIE;IPADEV;EDUCATION;LYCEE;PRIVE;Bon;6,429495;1,206211;112.359009
360;MARITIME;ZIO;TSEVIE;TSEVIE;LYCEE II;EDUCATION;LYCEE;PUBLIC;Bon;6,427642;1,19983;110.676636
438;MARITIME;BAS-MONO;KPETSOU;KPESSOU;LYDIL KPESSOU;EDUCATION;LYCEE;COMMUNAUTAIRE;NON FONCTIONNEL;6,516103;1,582202;104.668457
452;MARITIME;VO;DAGBATI;KOUTIDJI;LYDIL DE KOUTISJI;EDUCATION;LYCEE;COMMUNAUTAIRE;Mauvais;6,428322;1,510949;74.387085
494;MARITIME;VO;TOGOVILLE;TOGOVILLE;LYCEE DE TOGOVILLE;EDUCATION;LYCEE;PUBLIC;Bon;6,239551;1,476142;26.321533
506;MARITIME;VO;AKOUMAPE;AKOUMAPE;LYCEE D'AKOUMAPE;EDUCATION;LYCEE;PUBLIC;Bon;6,384856;1,460484;58.765747
546;MARITIME;YOTO;AMOUSSIME;AMOUSSIME;LYCEE AMOUSSIME;EDUCATION;LYCEE;PUBLIC;Mauvais;6,620838;1,513848;63.812744
606;MARITIME;AVE;ASSAHOUN + ANDO;ASSAHOUN;LYCEE ASSAHOUN;EDUCATION;LYCEE;PUBLIC;Bon;6,460772;0,906944;133.0271
618;MARITIME;AVE;ASSAHOUN + ANDO;KEVE;LYCEE KEVE;EDUCATION;LYCEE;PUBLIC;Bon;6,439132;0,921154;131.825439
647;MARITIME;ZIO;DAVIE;DAVIE;LYCEE DAVIE;EDUCATION;LYCEE;PUBLIC;Mauvais;6,380811;1,210124;88.566528
687;MARITIME;ZIO;AGBELOUVE;AGBELOUVE;LYCEE AGBELOUVE;EDUCATION;LYCEE;PUBLIC;Bon;6,686303;1,166565;124.615723
700;MARITIME;ZIO;ABOBO;ABOBO;LYCEE D'ABOBO;EDUCATION;LYCEE;PUBLIC;EN CREATION;6,234091;1,37153;28.484619
725;MARITIME;LACS;GLIDJI;ZEBE;LYCEE DE ZEBEVI;EDUCATION;LYCEE;PUBLIC;Bon;6,258526;1,609505;19.832764
730;MARITIME;LACS;GLIDJI;ZEBE;LYCEE D'ENSEIGNEMENT TECHNIQUE ET PROFESSIONNELLE D'ANEHO;EDUCATION;LYCEE;PUBLIC;Bon;6,257024;1,606257;25.840942
740;MARITIME;LACS;GLIDJI;ZALIVE;LYCEE ZALIVE;EDUCATION;LYCEE;PUBLIC;Bon;6,26027;1,587808;25.119995
763;MARITIME;LACS;GLIDJI;ANEHO;COLLEGE SAINT PIERRE ET PAUL;EDUCATION;LYCEE;CONFESSIONNEL;Bon;6,22659;1,593089;9.258301
765;MARITIME;LACS;GLIDJI;ANEHO/KPOTA;COLLEGE PROSTESTANT;EDUCATION;LYCEE;CONFESSIONNEL;Bon;6,22682;1,58906;7.095337
769;MARITIME;LACS;GLIDJI;ANEHO;LYCEE ANEHO-VILLE;EDUCATION;LYCEE;PUBLIC;Bon;6,226249;1,574855;14.545532
793;MARITIME;BAS-MONO;ATTITOGON;ATTITOGON;LYCEE D'ATTITOGON;EDUCATION;LYCEE;PUBLIC;Bon;6,409647;1,658517;50.835083
818;MARITIME;BAS-MONO;AFAGNAGAN;AFAGNAN;LYCEE D'AFAGNAN;EDUCATION;LYCEE;PUBLIC;Bon;6,508378;1,644867;40.981567
822;MARITIME;BAS-MONO;AFAGNAGAN;AFAGNAN;INSTITUT TECHNIQUE ATNTA;EDUCATION;LYCEE;PRIVE;Bon;6,496169;1,626894;79.674438
831;MARITIME;VO;DZREKPO/AMEGNRAN;DZREKPO;LYCEE DE DZREKPO;EDUCATION;LYCEE;PUBLIC;Bon;6,478751;1,567041;82.317993
847;MARITIME;VO;DZREKPO/AMEGNRAN;KLOLOGO;LYCEE DE KLOLOGO;EDUCATION;LYCEE;PUBLIC;Mauvais;6,411884;1,587648;54.920532
862;MARITIME;VO;VOGAN;WOGBA;LYCEE DE WOGBA;EDUCATION;LYCEE;PUBLIC;Mauvais;6,285485;1,509448;26.56189
868;MARITIME;VO;VOGAN;VOGAN;CEG VOGAN VILLE  II;EDUCATION;LYCEE;PUBLIC;Bon;6,323181;1,536245;33.291138
944;MARITIME;AVE;NOEPE;NOEPE-AKEPE;LYCEE NOEPE-AKEPE;EDUCATION;LYCEE;PUBLIC;Bon;6,249609;1,047555;56.362549
955;MARITIME;AVE;NOEPE;AVEDJI;LYCEE AMEPT;EDUCATION;LYCEE;PRIVE;Bon;6,398576;1,051603;59.24646
1029;MARITIME;ZIO;DJAGBLE;DJAGBLE;COMPLEXE TECHNIQUE EVANGELIQUE BON BERGER;EDUCATION;LYCEE;CONFESSIONNEL;Bon;6,250555;1,282913;36.895996
1037;MARITIME;ZIO;DJAGBLE;DJAGBLE;LYCEE SCIENCES ET TECHNIQUES PADRE PIO;EDUCATION;LYCEE;PRIVE;Bon;6,256784;1,283589;50.835083
1083;MARITIME;VO;DZREKPO/AMEGNRAN;ZOOTI;LYCEE DE ZOOTI;EDUCATION;LYCEE;PUBLIC;Bon;6,423037;1,606119;55.160889
1114;MARITIME;VO;VOGAN;VOGAN;LYCEE VILLE I;EDUCATION;LYCEE;PUBLIC;Bon;6,324962;1,525637;24.879639
1152;MARITIME;VO;HAHOTOE;HAHOTOE;LYCEE MODERNE DE HAHOTOE;EDUCATION;LYCEE;PUBLIC;Bon;6,358361;1,418265;56.602905
1204;MARITIME;YOTO;TCHEKPO;TCHEKPO DEDEKPOE;LYCEE DE TCHEKPO DEDEKPOE;EDUCATION;LYCEE;PUBLIC;Bon;6,525421;1,360502;89.047119
1251;MARITIME;AVE;DZOLO;DZOLO;LYCEE DE DZOLO;EDUCATION;LYCEE;PUBLIC;Bon;6,373952;0,887937;120.049438
1260;MARITIME;ZIO;BOLOU;BOLOU ALOKOEGBE;LYCEE ALOKOEGBE;EDUCATION;LYCEE;PUBLIC;Bon;6,438499;1,093514;63.332153
1297;MARITIME;ZIO;GAPE-CENTRE;GAPE CENTRE;LYCEE GAPE CENTRE;EDUCATION;LYCEE;PUBLIC;Bon;6,595059;1,109047;134.949707
1355;MARITIME;ZIO;TSEVIE;TSEVIE;INSTITUT SCOLAIRE SOPHIA;EDUCATION;LYCEE;PRIVE;Bon;6,4386;1,21103;103
1362;MARITIME;ZIO;TSEVIE;TSEVIE;IDH/CEFORIP/PADUS;EDUCATION;LYCEE;PRIVE;Bon;6,43415;1,21455;103
1395;MARITIME;LACS;AGBODRAFO;DAGUE;COLLEGE INSTITUT TECHNIQUE ET MODERNE EBENEZER D'AGBODAN;EDUCATION;LYCEE;PRIVE;Bon;6,20897;1,41093;13
1398;MARITIME;LACS;AGBODRAFO;KPESSI;COMPLEXE SCOLAIRE HAVILA;EDUCATION;LYCEE;PRIVE;Bon;6,21838;1,44068;11
1405;MARITIME;LACS;AGBODRAFO;KPESSI;LYCEE ET COLLEGE  D'ENSEIGNEMENT GENERAL ABRAHAM LINCOLN;EDUCATION;LYCEE;PRIVE;Bon;6,20955;1,4506;13
1408;MARITIME;LACS;AGBODRAFO;AGBODRAFO;LYCEE D'AGBODRAFO;EDUCATION;LYCEE;PUBLIC;Bon;6,20809;1,47467;13
1409;MARITIME;LACS;AGBODRAFO;KPEME;LYCEE PRIVE MARATHO;EDUCATION;LYCEE;PRIVE;Bon;6,222;1,50474;16
1434;MARITIME;LACS;ANFOIN;ANFOIN;LYCEE DE ANFOIN;EDUCATION;LYCEE;PUBLIC;Bon;6,33486;1,61038;40
1476;MARITIME;ZIO;TSEVIE;TSEVIE;LYCEE VILLE I TSEVIE;EDUCATION;LYCEE;PUBLIC;Bon;6,431634;1,217994;99.381226
1519;MARITIME;LACS;AGBODRAFO;GBODJOME;LYCEE DE GBODJOME;EDUCATION;LYCEE;PUBLIC;Mauvais;6,202038;1,412809;3.250122
1579;MARITIME;BAS-MONO;ATTITOGON;MASSEDA;LYCEE DE MASSEDA;EDUCATION;LYCEE;PUBLIC;Bon;6,442289;1,673211;63.57251
1580;MARITIME;BAS-MONO;AFAGNAGAN;AGBLETA;ECOLE D'INITIATIVE LOCALE;EDUCATION;LYCEE;PRIVE;Mauvais;6,494086;1,624356;73.906494
1622;MARITIME;VO;VOGAN;AFOWIME;LYCEE AFOWIME;EDUCATION;LYCEE;PUBLIC;Mauvais;6,39789;1,518772;72.94519
1653;MARITIME;VO;TOGOVILLE;BADOUGBE;LYCEE DE BADOUGBE;EDUCATION;LYCEE;PUBLIC;Bon;6,240736;1,517368;26.56189
1664;MARITIME;VO;AKOUMAPE;GNITA;LYCEE DE GNITA;EDUCATION;LYCEE;PUBLIC;EN CONSTRUCTION;6,454308;1,451116;92.6521
1677;MARITIME;YOTO;TOKPLI;TOKPLI;LYCE DE TOKPLI;EDUCATION;LYCEE;PUBLIC;Bon;6,661666;1,591056;34.012085
1691;MARITIME;YOTO;GBOTO;GBOTO VODOUPE;LYCEE DE GBOTO VODOUPE;EDUCATION;LYCEE;PUBLIC;Mauvais;6,669626;1,526369;96.737671
1715;MARITIME;YOTO;KOUVE;KOUVE;LYCEE CHRIST ROI DE KOUVE;EDUCATION;LYCEE;CONFESSIONNEL;Bon;6,659425;1,415045;158.501953
1720;MARITIME;YOTO;KOUVE;KOUVE;LYCEE DE KOUVE;EDUCATION;LYCEE;PUBLIC;Bon;6,652072;1,414889;154.41626
1739;MARITIME;ZIO;GBATOPE;GBATOPE;LYCEE DE GBATOPE;EDUCATION;LYCEE;PUBLIC;Bon;6,454471;1,27249;96.497314
1784;MARITIME;ZIO;MISSION-TOVE;MISSION TOVE;LYCEE DE MISSION TOVE;EDUCATION;LYCEE;PUBLIC;Bon;6,33382;1,114739;75.588745
1832;MARITIME;ZIO;AGBELOUVE;AGBELOUVE;IDH AGBELOUVE;EDUCATION;LYCEE;PRIVE;Mauvais;6,669163;1,156037;137.112671
1837;MARITIME;ZIO;ADETIKOPE;ADETIKOPE;"COMPLEXE SCOLAIRE ""DAVID""";EDUCATION;LYCEE;PRIVE;Bon;6,31976;1,216681;53.478638
1841;MARITIME;ZIO;ADETIKOPE;ADETIKOPE;COMPLEXE SCOLAIRE BERNARD BELIN DADIER;EDUCATION;LYCEE;PRIVE;Bon;6,318423;1,216142;45.547852
1845;MARITIME;ZIO;ADETIKOPE;ADETIKOPE;"COMPLEXE SCOLAIRE ""LA CONCORDE""";EDUCATION;LYCEE;PRIVE;Bon;6,318704;1,206913;34.252441
1876;MARITIME;ZIO;DALAVE;APEYIGBE;COMPLEXE SCOLAIRE LA MÉMOIRE;EDUCATION;LYCEE;PRIVE;Bon;6,385613121;1,24716131;69.340332
1885;MARITIME;GOLFE;LEGBASSITO;LEGBASSITO;COMPLEXE SCOLAIRE LA FABIENNE III;EDUCATION;LYCEE;PUBLIC;;6,23373;1,16055;
1890;MARITIME;GOLFE;TOGBLEKOPE;TOGBLEKOPE;ECOLE PRIVÉ LAIQUE LE PILIER;EDUCATION;COMPLEXE SCOLAIRE;;;6,27657;1,20443;
1898;CENTRALE;TCHAOUDJO;AGOULOU;AGOULOU;LYCEE;EDUCATION;LYCEE;PUBLIC;Bon;9,1285160;1,3260280;399.791016
1927;CENTRALE;TCHAOUDJO;KPANGALAM;KPARIO;COMPLEXE SCOLAIRE PHILADELPHIE;EDUCATION;LYCEE;PRIVE;Bon;9,0101650;1,1150490;435.119141
1937;CENTRALE;TCHAOUDJO;KOMAH;BAMOBODOLO;"LYCEE D'ENSEIGNEMENT GENERAL ""ABRAHAM""";EDUCATION;LYCEE;PRIVE;Bon;9,0020520;1,1251900;413.489746
1938;CENTRALE;TCHAOUDJO;KOMAH;BAMOBODOLO;LYCEE D'ENSEINEMENT GENERAL DE BAMODOLO;EDUCATION;LYCEE;PUBLIC;Bon;8,9977260;1,1193890;431.754517
1942;CENTRALE;TCHAOUDJO;KOMAH;AKAMADE;ETABLISSEMENT SCOLAIRE LAIC MARTIN LUTHER KING LYCEE;EDUCATION;LYCEE;PRIVE;Bon;8,9930960;1,1184500;442.80957
1976;CENTRALE;BLITTA;WARAGNI;WARIGNI;LYCEE WARIGNI;EDUCATION;LYCEE;PUBLIC;Mauvais;8,2710030;1,0291320;335.623413
2027;CENTRALE;SOTOUBOUA;SOTOUBOUA;SOTOUBOUA;LYCEE NOTRE DAME DE LA PAIX;EDUCATION;LYCEE;CONFESSIONNEL;Bon;8,5555150;0,9968440;408.202393
2033;CENTRALE;SOTOUBOUA;AOUDA;AOUDA;LYCEE D'AOUDA;EDUCATION;LYCEE;PUBLIC;En construction;8,7218440;1,0433150;404.357178
2045;CENTRALE;TCHAMBA;BAGO;BAGO;LYCEE PRIVEE LAÏC HAMPATE BA;EDUCATION;LYCEE;PRIVE;Bon;8,4990670;1,3897910;322.405396
2096;CENTRALE;TCHAOUDJO;ALHERIDE + AMAIDE;ALEHERIDE;LYCEE ALEHERIDE;EDUCATION;LYCEE;PUBLIC;Bon;9,2053130;1,2059490;510.10144
2111;CENTRALE;TCHAOUDJO;KPANGALAM;KEDIA;LYCEE KPANGALAM;EDUCATION;LYCEE;PUBLIC;Bon;9,0176590;1,1403340;429.831909
2122;CENTRALE;TCHAOUDJO;KPANGALAM;KPANGALAM CH┬TEAU;COMPLEXE SCOLAIRE BAKITA;EDUCATION;LYCEE;CONFESSIONNEL;Bon;9,0095200;1,1301100;422.141357
2133;CENTRALE;TCHAOUDJO;KOMAH;KOULOUMDE;LYCEE KOULOUMDE;EDUCATION;LYCEE;PUBLIC;Mauvais;8,9719090;1,1723070;377.921021
2134;CENTRALE;TCHAOUDJO;KOMAH;KOULOUMDE;CENTRE AMA EL FAROUK;EDUCATION;LYCEE;CONFESSIONNEL;Bon;8,9700940;1,1738650;373.114624
2140;CENTRALE;TCHAOUDJO;KPANGALAM;KPANGALAM;LYCEE PRIVE LE PRINCE;EDUCATION;LYCEE;PRIVE;Bon;9,0108300;1,1359260;421.901123
2142;CENTRALE;TCHAOUDJO;KPANGALAM;KPANGALAM;COMPLEXE SCOLAIRE L'EXCELLENCE;EDUCATION;LYCEE;PRIVE;En construction;9,0097900;1,1354290;414.210693
2168;CENTRALE;BLITTA;LANGABOU;LANGABOU;LYCEE DE LANGABOU;EDUCATION;LYCEE;PUBLIC;Bon;8,1143070;1,1334810;289.720825
2204;CENTRALE;BLITTA;BLITTA VILLAGE;BLITTA CARREFOUR;LYCEE BLITTA CARREFOUR;EDUCATION;LYCEE;PUBLIC;Bon;8,3429150;1,0077260;341.391235
2212;CENTRALE;SOTOUBOUA;TITTIGBE;TITTIGBE;LYCEE DE TITTIGBE (COMPLEXE);EDUCATION;LYCEE;PUBLIC;Bon;8,6182640;1,1074390;322.165039
2247;CENTRALE;SOTOUBOUA;ADJENGRE;KAOU;LYCEE D'ADJENGRE (KAOU);EDUCATION;LYCEE;PUBLIC;Bon;8,6456790;1,0379500;411.086304
2272;CENTRALE;SOTOUBOUA;ADJENGRE;AWISSI DJOBODE;COMPLEXE SCOLAIRE LE SUCCES (LYCEE);EDUCATION;LYCEE;PRIVE;Bon;8,6687610;1,0195970;438.483765
2307;CENTRALE;TCHAMBA;KOUSSOUNTOU;KOUSSOUNTOU;LYCEE KOUSSOUNTOU;EDUCATION;LYCEE;PUBLIC;Bon;8,8279290;1,5174470;359.65625
2327;CENTRALE;TCHAOUDJO;LAMA-TESSI;LAMA-TESSI;LYCEE LAMA-TESSI;EDUCATION;LYCEE;PUBLIC;Bon;8,8291323;1,0836788;430.312622
2368;CENTRALE;TCHAOUDJO;KOMAH;KOMAH;LYCEE CHEIK AMDAN DE KOMAH;EDUCATION;LYCEE;PRIVE;Bon;8,9686567;1,1502591;385.371338
2371;CENTRALE;TCHAOUDJO;KOMAH;KOMAH;LYCEE STE MARIE DE KOMAH;EDUCATION;LYCEE;PRIVE;Bon;8,9642720;1,1493675;375.037231
2379;CENTRALE;TCHAOUDJO;KOMAH;KOMAH;LYCEE MODERNE DE SOKODE;EDUCATION;LYCEE;PUBLIC;Bon;8,9738794;1,1307394;416.373535
2396;CENTRALE;TCHAOUDJO;KOMAH;DIDAOURE;COMPLEXE SCOLAIRE MON AVENIR;EDUCATION;LYCEE;PRIVE;Mauvais;8,9825101;1,1393738;396.186157
2402;CENTRALE;TCHAOUDJO;KOMAH;TCHAWANDA;COMPLEXE SCOLAIRE LA LUMIERE;EDUCATION;LYCEE;PRIVE;Bon;8,9842602;1,1334811;407.000732
2415;CENTRALE;TCHAOUDJO;KOMAH;TCHAWANDA;ECOLE PRIVEE LAIC INSAS LYCEE;EDUCATION;LYCEE;PRIVE;Bon;8,9907642;1,1251441;435.119141
2418;CENTRALE;TCHAOUDJO;KOMAH;TCHAWANDA;LYCEE TCHAWANDA;EDUCATION;LYCEE;PUBLIC;Mauvais;8,9915561;1,1237538;433.677124
2443;CENTRALE;BLITTA;M'POTI;TADJAN;LYCEE DE TADJAN;EDUCATION;LYCEE;PUBLIC;Bon;8,2274190;0,7972285;679.051758
2511;CENTRALE;SOTOUBOUA;TCHEBEBE;TCHEBEBE;LYCEE DE TCHEBEBE;EDUCATION;LYCEE;PUBLIC;Mauvais;8,4313486;1,0006880;369.269409
2513;CENTRALE;SOTOUBOUA;TCHEBEBE;TCHEBEBE;LYCEE CATHOLIQUE DE TCHEBEBE;EDUCATION;LYCEE;PUBLIC;Bon;8,4256849;0,9849965;340.430054
2571;CENTRALE;SOTOUBOUA;SOTOUBOUA;SOTOUBOUA;LYCEE CATHOLIQUE (LA PAIX);EDUCATION;LYCEE;CONFESSIONNEL;Bon;8,5564385;0,9978142;404.116821
2594;CENTRALE;SOTOUBOUA;SOTOUBOUA;SOTOUBOUA;LYCEE VILLE II DE SOTOUBOUA;EDUCATION;LYCEE;PUBLIC;Bon;8,5770814;0,9826176;374.556519
2595;CENTRALE;SOTOUBOUA;SOTOUBOUA;SOTOUBOUA;LYCEE SCIENTIFIQUE ROBERT MATTLE;EDUCATION;LYCEE;CONFESSIONNEL;Bon;8,5643545;0,9583695;352.446411
2606;CENTRALE;SOTOUBOUA;SOTOUBOUA;SOTOUBOUA;LYCEE VILLE I DE SOTOUBOUA;EDUCATION;LYCEE;PUBLIC;Bon;8,5660023;0,9709568;379.363037
2624;CENTRALE;SOTOUBOUA;SOTOUBOUA;KPANDYO;"COMPLEXE SCOLAIRE PRIVE ""CONSTELATION""";EDUCATION;LYCEE;PRIVE;Bon;8,5475867;0,9902159;407.241089
2646;CENTRALE;TCHAMBA;KABOLI;KABOLI;"LYCEE CATHOLIQUE ""DON ANTONINI""";EDUCATION;LYCEE;CONFESSIONNEL;Abandonné;8,7429924;1,6082902;363.741699
2661;CENTRALE;TCHAMBA;KABOLI;ATAFA/KABOLI;LYCEE MODERNE LOMPOE;EDUCATION;LYCEE;PUBLIC;Bon;8,7395703;1,5860233;344.996216
2684;CENTRALE;TCHAOUDJO;KADAMBARA;KADAMABARA;"LYCEE KADAMBARA ""TERMINALE""";EDUCATION;LYCEE;PUBLIC;Bon;8,9539080;1,1701530;374.075806
2685;CENTRALE;TCHAOUDJO;KADAMBARA;KADAMABARA;LYCEE DE KADAMBARA;EDUCATION;LYCEE;PUBLIC;Bon;8,9454470;1,1688540;363.501465
2705;CENTRALE;TCHAOUDJO;KPARATAO;KPARATAO;LYCEE DE KPARATAO;EDUCATION;LYCEE;PUBLIC;Bon;8,9498870;1,1951360;351.96582
2741;CENTRALE;TCHAOUDJO;KOMAH;DIDAOURE;ISTT;EDUCATION;LYCEE;PRIVE;Bon;8,9819850;1,1485830;391.379395
2745;CENTRALE;TCHAOUDJO;KOMAH;BARRIERE;"COMPLEXE SCOLAIRE ""LA GRACE"" LYCEE";EDUCATION;LYCEE;PRIVE;Bon;8,9890870;1,1377040;421.660767
2760;CENTRALE;TCHAOUDJO;KOMAH;KOULOUMDE;COMPLEXE SCOLAIRE LE PHENIX;EDUCATION;LYCEE;PRIVE;Bon;8,9789100;1,1520560;379.363037
2803;CENTRALE;BLITTA;PAGALA-GARE;PAGALA-GARE;LYCEE DE PAGALA-GARE;EDUCATION;LYCEE;PUBLIC;Bon;8,1777590;0,9862100;316.156982
2828;CENTRALE;BLITTA;AGBANDI;AGBANDI;LYCEE D'AGBANDI;EDUCATION;LYCEE;PUBLIC;Bon;8,2394310;1,1296420;313.032593
2846;CENTRALE;BLITTA;BLITTA-GARE;LAMA KOZA;LYCEE DE BLITTA;EDUCATION;LYCEE;PUBLIC;Bon;8,3281070;0,9887860;328.894287
2885;CENTRALE;MÔ;DJARKPANGA;DJARKPANGA;LYCEE DJARKPANGA;EDUCATION;LYCEE;PUBLIC;Bon;8,7812380;0,5583230;183.976563
2898;CENTRALE;SOTOUBOUA;SOTOUBOUA;KPANDYO;COMPLEXE SCOLAIRE LE PARISIEN LYCEE;EDUCATION;LYCEE;PRIVE;Bon;8,5553070;0,9832250;398.829712
2904;CENTRALE;SOTOUBOUA;SOTOUBOUA;LAOUWAI;COMPLEXE INTELLIGENSIA LYCEE;EDUCATION;LYCEE;PRIVE;Mauvais;8,5609800;0,9815030;394.503662
2929;CENTRALE;TCHAMBA;BAGO;BAGO;LYCEE HAMPATE-BA;EDUCATION;LYCEE;PRIVE;En construction;8,4990490;1,3898260;325.289307
2937;CENTRALE;TCHAMBA;BAGO;AFFASSALA;LYCEE AFFASSALA;EDUCATION;LYCEE;PUBLIC;Mauvais;8,4424040;1,2867150;292.364502
